Index,Xco2,Latitude,Longitude,quality_flag,DateTime,Year,Month,Day
2959,399.2,39.62,-121.44,0,06:18.7,2016,8,9
2960,399.8,39.78,-121.5,0,06:22.0,2016,8,9
2961,400,39.9,-121.56,0,06:24.3,2016,8,9
2962,398.2,40.1,-121.6,0,06:27.0,2016,8,9
2963,396.5,40.25,-121.7,0,06:30.0,2016,8,9
2964,398,40.4,-121.75,0,06:32.7,2016,8,9
2965,396.2,40.6,-121.8,0,06:36.0,2016,8,9
2966,397.2,40.88,-121.9,0,06:41.7,2016,8,9
2967,397.2,41.25,-122,0,06:49.8,2016,8,9
2968,401.8,32,-122.25,0,16:27.1,2016,8,23
2969,401.5,32.2,-122.3,0,16:29.3,2016,8,23
2970,401.5,32.28,-122.4,0,16:31.3,2016,8,23
2971,401.2,32.38,-122.4,0,16:33.4,2016,8,23
2972,401,32.47,-122.4,0,16:35.4,2016,8,23
2973,401,32.66,-122.44,0,16:37.7,2016,8,23
2974,401.5,32.72,-122.5,0,16:39.7,2016,8,23
2975,401,32.8,-122.5,0,16:41.8,2016,8,23
2976,401.5,33,-122.56,0,16:44.0,2016,8,23
2977,401,33.1,-122.6,0,16:46.0,2016,8,23
2978,401.5,33.2,-122.6,0,16:48.0,2016,8,23
2979,400.8,33.25,-122.6,0,16:50.1,2016,8,23
2980,401,33.44,-122.75,0,16:52.3,2016,8,23
2981,401.5,33.53,-122.75,0,16:54.3,2016,8,23
2982,401,33.62,-122.75,0,16:56.4,2016,8,23
2983,401,33.8,-122.8,0,16:58.7,2016,8,23
2984,401.5,33.9,-122.9,0,17:00.7,2016,8,23
2985,401.5,33.97,-122.9,0,17:02.8,2016,8,23
2986,402,34.06,-122.9,0,17:04.8,2016,8,23
2987,400.8,35.16,-118,0,04:29.7,2016,8,25
2988,400.5,35.28,-118.06,0,04:32.8,2016,8,25
2989,400,35.44,-118.06,0,04:35.4,2016,8,25
2990,400.2,35.72,-118.2,0,04:39.7,2016,8,25
2991,399,36.03,-118.25,0,04:45.1,2016,8,25
2992,401.5,36.25,-118.3,0,04:48.8,2016,8,25
2993,401.8,37.66,-118.75,0,05:12.0,2016,8,25
2994,400.2,38.03,-118.9,0,05:17.7,2016,8,25
2995,400,38.12,-118.9,0,05:19.8,2016,8,25
2996,397,38.28,-118.94,0,05:22.3,2016,8,25
2997,400.5,38.5,-119,0,05:26.0,2016,8,25
2998,399.5,38.8,-119.06,0,05:31.0,2016,8,25
2999,399,39.1,-119.2,0,05:36.1,2016,8,25
3000,399.8,39.25,-119.2,0,05:38.4,2016,8,25
3001,400.2,39.38,-119.25,0,05:40.7,2016,8,25
3002,398.5,39.56,-119.3,0,05:43.0,2016,8,25
3003,399,39.66,-119.4,0,05:45.0,2016,8,25
3004,399.5,39.75,-119.4,0,05:47.1,2016,8,25
3005,398.5,40,-119.44,0,05:51.0,2016,8,25
3006,398.5,40.28,-119.56,0,05:55.3,2016,8,25
3007,398.8,40.34,-119.56,0,05:57.4,2016,8,25
3008,398.2,40.53,-119.6,0,06:00.1,2016,8,25
3009,399,40.72,-119.7,0,06:02.7,2016,8,25
3010,398,40.8,-119.7,0,06:04.8,2016,8,25
3011,398.8,41,-119.8,0,06:07.3,2016,8,25
3012,398.2,41.16,-119.8,0,06:09.7,2016,8,25
3013,398.2,41.22,-119.8,0,06:11.8,2016,8,25
3014,398,41.4,-119.94,0,06:14.0,2016,8,25
3015,398.5,41.47,-119.94,0,06:16.1,2016,8,25
3016,398.2,41.66,-120,0,06:18.3,2016,8,25
3017,398.5,41.72,-120,0,06:20.4,2016,8,25
3018,398.5,41.9,-120.06,0,06:22.7,2016,8,25
3019,401.5,32.03,-123.94,0,22:39.0,2016,8,30
3020,402,32.16,-124,0,22:41.3,2016,8,30
3021,402.2,32.25,-124,0,22:43.4,2016,8,30
3022,401.8,32.3,-124.06,0,22:45.4,2016,8,30
3023,401.5,32.53,-124.1,0,22:47.7,2016,8,30
3024,401.5,32.6,-124.1,0,22:49.7,2016,8,30
3025,401.2,32.7,-124.1,0,22:51.8,2016,8,30
3026,401,32.78,-124.2,0,22:53.8,2016,8,30
3027,401.2,32.97,-124.25,0,22:56.0,2016,8,30
3028,401.5,33.06,-124.25,0,22:58.0,2016,8,30
3029,401.5,33.16,-124.3,0,23:00.1,2016,8,30
3030,401.8,33.25,-124.3,0,23:02.1,2016,8,30
3031,401.5,33.44,-124.4,0,23:04.3,2016,8,30
3032,401.5,33.53,-124.44,0,23:06.3,2016,8,30
3033,401.2,33.62,-124.44,0,23:08.4,2016,8,30
3034,401.5,33.72,-124.5,0,23:10.4,2016,8,30
3035,401.5,33.88,-124.56,0,23:12.7,2016,8,30
3036,401.2,33.97,-124.56,0,23:14.8,2016,8,30
3037,401,34.06,-124.56,0,23:16.8,2016,8,30
3038,401.2,34.25,-124.6,0,23:19.0,2016,8,30
3039,401,34.3,-124.7,0,23:21.0,2016,8,30
3040,401.2,34.4,-124.7,0,23:23.1,2016,8,30
3041,401.5,34.6,-124.75,0,23:25.7,2016,8,30
3042,401.2,34.66,-124.75,0,23:27.8,2016,8,30
3043,400.5,35,-124.9,0,23:33.4,2016,8,30
3044,400.5,35.1,-124.94,0,23:35.4,2016,8,30
3045,400.8,35.25,-125,0,23:37.8,2016,8,30
3046,402.8,34.03,-118.06,0,08:35.0,2016,9,1
3047,403.5,34.03,-118.06,0,08:38.1,2016,9,1
3048,403.8,34.06,-118.1,0,08:40.8,2016,9,1
3049,404.2,34.1,-118.1,0,08:43.4,2016,9,1
3050,403.2,34.16,-118.06,0,08:45.7,2016,9,1
3051,403.8,34.2,-118.1,0,08:49.8,2016,9,1
3052,404,34.16,-118.1,0,08:54.8,2016,9,1
3053,404,34.12,-118.1,0,08:57.1,2016,9,1
3054,403,34.1,-118.06,0,08:59.3,2016,9,1
3055,403,34.06,-118.06,0,09:01.7,2016,9,1
3056,403.8,34.03,-118.1,0,09:04.1,2016,9,1
3057,402.5,34.06,-118.06,0,09:06.7,2016,9,1
3058,403.5,34.06,-118.06,0,09:09.1,2016,9,1
3059,403.2,34.1,-118,0,09:11.7,2016,9,1
3060,404.2,34.12,-118.1,0,09:13.8,2016,9,1
3061,404,34.16,-118.1,0,09:16.1,2016,9,1
3062,405,34.16,-118.1,0,09:18.4,2016,9,1
3063,401.5,34.2,-118.06,0,09:22.7,2016,9,1
3064,403,34.16,-118.06,0,09:25.0,2016,9,1
3065,405,34.12,-118.1,0,09:27.1,2016,9,1
3066,403.2,34.12,-118.06,0,09:29.3,2016,9,1
3067,403.8,34.1,-118.06,0,09:31.7,2016,9,1
3068,403.2,34.06,-118,0,09:34.0,2016,9,1
3069,403,34.06,-118.06,0,09:36.7,2016,9,1
3070,404.2,34.06,-118.1,0,09:38.8,2016,9,1
3071,403.2,34.1,-118,0,09:41.3,2016,9,1
3072,404,34.12,-118.06,0,09:43.4,2016,9,1
3073,404.2,34.16,-118.06,0,09:45.7,2016,9,1
3074,404,34.16,-118.1,0,09:47.8,2016,9,1
3075,402.8,34.16,-118.06,0,09:50.0,2016,9,1
3076,403.5,34.16,-118.06,0,09:52.3,2016,9,1
3077,404,34.16,-118,0,09:54.7,2016,9,1
3078,403.8,34.12,-118.06,0,09:56.7,2016,9,1
3079,404.8,34.12,-118.1,0,09:58.8,2016,9,1
3080,402.8,34.1,-118.06,0,10:01.0,2016,9,1
3081,402.8,34.1,-118.06,0,10:03.3,2016,9,1
3082,403.2,34.06,-118.06,0,10:05.4,2016,9,1
3083,403,34.06,-118.06,0,10:08.4,2016,9,1
3084,403.2,34.1,-118,0,10:10.7,2016,9,1
3085,403.8,34.12,-118.06,0,10:12.7,2016,9,1
3086,404.8,34.12,-118.1,0,10:14.8,2016,9,1
3087,405,34.16,-118,0,10:17.0,2016,9,1
3088,404,34.16,-118.06,0,10:19.0,2016,9,1
3089,404.2,34.16,-118.1,0,10:21.8,2016,9,1
3090,403,34.16,-118.06,0,10:24.0,2016,9,1
3091,403.5,34.16,-118.06,0,10:26.0,2016,9,1
3092,404,34.12,-118.1,0,10:28.1,2016,9,1
3093,403.2,34.1,-118,0,10:30.3,2016,9,1
3094,403.5,34.1,-118.06,0,10:32.7,2016,9,1
3095,402.8,34.06,-118.06,0,10:34.8,2016,9,1
3096,404,34.06,-118.1,0,10:37.4,2016,9,1
3097,403.5,34.1,-118.06,0,10:39.7,2016,9,1
3098,403.8,34.1,-118.06,0,10:42.0,2016,9,1
3099,404.2,34.12,-118.1,0,10:44.1,2016,9,1
3100,404.5,34.12,-118.1,0,10:46.1,2016,9,1
3101,402.2,34.16,-118.06,0,10:48.3,2016,9,1
3102,404.5,34.16,-118.1,0,10:50.4,2016,9,1
3103,404.5,34.16,-118.1,0,10:53.4,2016,9,1
3104,403.2,34.16,-118.06,0,10:55.7,2016,9,1
3105,404,34.12,-118.06,0,10:57.7,2016,9,1
3106,404.5,34.1,-118.06,0,10:59.8,2016,9,1
3107,403.8,34.1,-118.06,0,11:02.0,2016,9,1
3108,404,34.06,-118.1,0,11:04.1,2016,9,1
3109,403.8,34.06,-118.1,0,11:06.4,2016,9,1
3110,403.5,34.06,-118.06,0,11:09.0,2016,9,1
3111,403.8,34.1,-118.06,0,11:11.1,2016,9,1
3112,403.8,34.12,-118,0,11:13.3,2016,9,1
3113,404,34.16,-118.06,0,11:15.3,2016,9,1
3114,404.2,34.16,-118.1,0,11:17.4,2016,9,1
3115,402.5,34.2,-118.1,0,11:21.7,2016,9,1
3116,404,34.16,-118.1,0,11:25.1,2016,9,1
3117,403.5,34.16,-118,0,11:27.3,2016,9,1
3118,403.2,34.12,-118.06,0,11:29.3,2016,9,1
3119,403.2,34.1,-118,0,11:31.7,2016,9,1
3120,403,34.06,-118.06,0,11:34.0,2016,9,1
3121,402.8,34.03,-118.06,0,11:37.0,2016,9,1
3122,403,34.06,-118,0,11:39.7,2016,9,1
3123,404.2,34.1,-118.06,0,11:42.1,2016,9,1
3124,404.2,34.12,-118.06,0,11:44.3,2016,9,1
3125,404.2,34.16,-118.1,0,11:46.4,2016,9,1
3126,402,34.2,-118.1,0,11:52.8,2016,9,1
3127,404.5,34.16,-118.1,0,11:56.8,2016,9,1
3128,403.8,34.12,-118.06,0,11:59.0,2016,9,1
3129,402.8,39.12,-118.7,0,13:20.0,2016,9,1
3130,401.5,39.53,-118.7,0,13:23.0,2016,9,1
3131,401.5,39.84,-118.75,0,13:25.3,2016,9,1
3132,401.8,40.16,-118.75,0,13:27.7,2016,9,1
3133,401.2,40.47,-118.8,0,13:30.0,2016,9,1
3134,401.8,40.78,-118.9,0,13:32.3,2016,9,1
3135,399.2,41.03,-119,0,13:34.8,2016,9,1
3136,400.5,41.6,-119.06,0,13:38.7,2016,9,1
3137,399.8,41.8,-119.2,0,13:40.8,2016,9,1
3138,401,32.9,-118.1,0,58:12.8,2016,9,3
3139,400.8,33.2,-118.2,0,58:18.4,2016,9,3
3140,399,33.34,-118.25,0,58:21.1,2016,9,3
3141,401,33.53,-118.3,0,58:23.3,2016,9,3
3142,400.2,33.6,-118.3,0,58:25.4,2016,9,3
3143,400.5,33.72,-118.4,0,58:27.8,2016,9,3
3144,400.8,33.9,-118.44,0,58:30.3,2016,9,3
3145,400.8,34.06,-118.5,0,58:33.0,2016,9,3
3146,401.5,34.16,-118.5,0,58:35.0,2016,9,3
3147,400.8,34.25,-118.56,0,58:37.1,2016,9,3
3148,403,34.44,-118.6,0,58:39.7,2016,9,3
3149,402,34.62,-118.7,0,58:43.7,2016,9,3
3150,401.8,34.75,-118.7,0,58:46.4,2016,9,3
3151,399.8,34.9,-118.75,0,58:49.4,2016,9,3
3152,401.8,35.34,-118.9,0,58:57.1,2016,9,3
3153,401.2,35.47,-118.94,0,58:59.4,2016,9,3
3154,399.5,35.6,-119,0,59:01.8,2016,9,3
3155,400.8,35.78,-119.06,0,59:05.4,2016,9,3
3156,401,38.38,-120,0,59:51.7,2016,9,3
3157,398.8,38.5,-120,0,59:54.8,2016,9,3
3158,398.5,38.88,-120.1,0,00:01.8,2016,9,3
3159,399.8,39.22,-120.25,0,00:07.0,2016,9,3
3160,398,41,-120.94,0,00:40.3,2016,9,3
3161,399.5,41.1,-120.94,0,00:42.8,2016,9,3
3162,398.2,41.3,-121.06,0,00:46.0,2016,9,3
3163,397.5,41.56,-121.2,0,00:50.3,2016,9,3
3164,397.8,41.66,-121.2,0,00:52.4,2016,9,3
3165,396.8,41.78,-121.25,0,00:54.7,2016,9,3
3166,396.8,41.9,-121.25,0,00:57.4,2016,9,3
3167,399.5,35.8,-121.25,0,16:56.7,2016,9,8
3168,401.2,35.97,-121.3,0,16:59.0,2016,9,8
3169,398.2,36.06,-121.3,0,17:01.4,2016,9,8
3170,401.2,36.3,-121.44,0,17:05.0,2016,9,8
3171,399,36.7,-121.5,0,17:11.7,2016,9,8
3172,400.2,36.9,-121.6,0,17:15.0,2016,9,8
3173,400.5,37.03,-121.6,0,17:17.7,2016,9,8
3174,401.8,37.22,-121.7,0,17:20.0,2016,9,8
3175,401.8,37.3,-121.75,0,17:22.0,2016,9,8
3176,400.8,37.4,-121.75,0,17:24.1,2016,9,8
3177,401.8,37.6,-121.8,0,17:27.4,2016,9,8
3178,400.2,37.75,-121.9,0,17:29.7,2016,9,8
3179,400.5,37.94,-121.94,0,17:32.3,2016,9,8
3180,400.5,38.12,-121.94,0,17:35.7,2016,9,8
3181,400.5,38.3,-122,0,17:38.7,2016,9,8
3182,400,38.47,-122.06,0,17:41.0,2016,9,8
3183,401.2,38.56,-122.06,0,17:43.8,2016,9,8
3184,401,38.78,-122.1,0,17:46.8,2016,9,8
3185,400.5,38.94,-122.2,0,17:49.0,2016,9,8
3186,399.5,39.12,-122.25,0,17:52.8,2016,9,8
3187,399,39.38,-122.4,0,17:56.3,2016,9,8
3188,399.2,39.62,-122.44,0,18:00.3,2016,9,8
3189,399.2,39.78,-122.5,0,18:03.7,2016,9,8
3190,399.5,39.94,-122.5,0,18:06.0,2016,9,8
3191,400,40.1,-122.56,0,18:08.3,2016,9,8
3192,399.2,40.2,-122.6,0,18:10.3,2016,9,8
3193,399.5,40.34,-122.7,0,18:12.7,2016,9,8
3194,399.2,40.5,-122.7,0,18:15.0,2016,9,8
3195,400,40.7,-122.75,0,18:18.0,2016,9,8
3196,399.2,40.88,-122.8,0,18:21.3,2016,9,8
3197,397.2,41.22,-122.94,0,18:27.3,2016,9,8
3198,401,33.78,-120.1,0,04:40.1,2016,9,10
3199,399,33.97,-120.2,0,04:43.8,2016,9,10
3200,401,34.34,-120.25,0,04:50.8,2016,9,10
3201,400.8,34.53,-120.3,0,04:53.3,2016,9,10
3202,399.2,34.66,-120.4,0,04:55.7,2016,9,10
3203,399.8,34.75,-120.44,0,04:57.8,2016,9,10
3204,400,35.16,-120.56,0,05:04.7,2016,9,10
3205,399.2,35.25,-120.56,0,05:07.1,2016,9,10
3206,399,35.47,-120.7,0,05:10.3,2016,9,10
3207,399.5,35.62,-120.7,0,05:13.0,2016,9,10
3208,400.2,35.7,-120.75,0,05:15.1,2016,9,10
3209,401,35.88,-120.8,0,05:17.3,2016,9,10
3210,400.8,35.97,-120.8,0,05:19.3,2016,9,10
3211,400.5,36.06,-120.9,0,05:21.4,2016,9,10
3212,401.2,36.12,-120.9,0,05:23.4,2016,9,10
3213,400.2,36.28,-120.94,0,05:26.1,2016,9,10
3214,401.5,36.5,-121,0,05:29.3,2016,9,10
3215,400.8,36.66,-121.06,0,05:32.0,2016,9,10
3216,400.8,36.72,-121.06,0,05:34.1,2016,9,10
3217,400.2,36.94,-121.1,0,05:37.8,2016,9,10
3218,400.8,37.12,-121.25,0,05:40.3,2016,9,10
3219,400.5,37.2,-121.25,0,05:42.4,2016,9,10
3220,401,37.38,-121.3,0,05:45.0,2016,9,10
3221,400.8,37.6,-121.44,0,05:49.0,2016,9,10
3222,400.8,37.7,-121.44,0,05:51.0,2016,9,10
3223,400.5,37.78,-121.44,0,05:53.1,2016,9,10
3224,400.5,37.88,-121.5,0,05:55.1,2016,9,10
3225,400.2,38,-121.56,0,05:57.8,2016,9,10
3226,401,38.25,-121.6,0,06:00.7,2016,9,10
3227,400.5,38.38,-121.7,0,06:03.3,2016,9,10
3228,400,38.44,-121.7,0,06:05.4,2016,9,10
3229,400.5,38.62,-121.8,0,06:07.7,2016,9,10
3230,399.5,38.66,-121.75,0,06:09.8,2016,9,10
3231,400.2,38.8,-121.9,0,06:12.0,2016,9,10
3232,401.2,38.97,-121.9,0,06:14.8,2016,9,10
3233,399.8,39.12,-121.94,0,06:17.3,2016,9,10
3234,400,39.25,-122,0,06:20.1,2016,9,10
3235,401.5,39.47,-122.1,0,06:23.0,2016,9,10
3236,401.5,39.5,-122.1,0,06:25.1,2016,9,10
3237,400.2,39.7,-122.2,0,06:27.7,2016,9,10
3238,401,39.8,-122.2,0,06:30.0,2016,9,10
3239,400.5,39.97,-122.3,0,06:32.7,2016,9,10
3240,400.8,40.1,-122.3,0,06:35.0,2016,9,10
3241,400.2,40.16,-122.3,0,06:37.1,2016,9,10
3242,400.8,40.3,-122.4,0,06:39.4,2016,9,10
3243,400.5,40.38,-122.44,0,06:41.4,2016,9,10
3244,400.2,40.56,-122.5,0,06:43.7,2016,9,10
3245,400.5,40.78,-122.56,0,06:48.0,2016,9,10
3246,400.2,41.22,-122.75,0,06:56.1,2016,9,10
3247,399.2,41.4,-122.8,0,06:59.7,2016,9,10
3248,399.8,41.6,-122.9,0,07:02.8,2016,9,10
3249,402.5,41.84,-123.06,0,07:07.0,2016,9,10
3250,401.8,40.25,-124.1,0,24:18.4,2016,9,15
3251,394.5,40.5,-124.25,0,24:22.0,2016,9,15
3252,400.5,39.4,-123.8,0,12:32.7,2016,9,17
3253,400.5,40.44,-118,0,59:34.7,2016,9,19
3254,399.8,40.62,-118.06,0,59:38.3,2016,9,19
3255,400,40.8,-118.1,0,59:41.0,2016,9,19
3256,399.5,40.88,-118.1,0,59:43.1,2016,9,19
3257,400.8,41.1,-118.25,0,59:45.7,2016,9,19
3258,400.8,41.2,-118.25,0,59:47.7,2016,9,19
3259,400,41.28,-118.25,0,59:49.8,2016,9,19
3260,401,41.44,-118.3,0,59:52.1,2016,9,19
3261,400.8,41.56,-118.4,0,59:54.4,2016,9,19
3262,401,37.16,-124.7,0,18:02.0,2016,9,24
3263,401.5,37.3,-124.75,0,18:04.7,2016,9,24
3264,401.2,37.4,-124.8,0,18:06.7,2016,9,24
3265,401,37.5,-124.8,0,18:08.8,2016,9,24
3266,401.2,37.56,-124.8,0,18:10.8,2016,9,24
3267,401.2,37.75,-124.9,0,18:13.0,2016,9,24
3268,401.2,38.4,-125.1,0,18:24.7,2016,9,24
3269,401.5,38.44,-125.1,0,18:26.8,2016,9,24
3270,401,38.62,-125.2,0,18:30.1,2016,9,24
3271,399.8,35.5,-118.06,0,04:17.7,2016,9,26
3272,399.5,35.66,-118.06,0,04:20.7,2016,9,26
3273,401.5,35.9,-118.2,0,04:24.7,2016,9,26
3274,400.5,36.12,-118.25,0,04:28.0,2016,9,26
3275,398,36.28,-118.25,0,04:31.0,2016,9,26
3276,397.8,36.47,-118.3,0,04:34.8,2016,9,26
3277,395.8,36.75,-118.44,0,04:38.7,2016,9,26
3278,400,37.2,-118.56,0,04:46.3,2016,9,26
3279,400.8,37.53,-118.6,0,04:52.4,2016,9,26
3280,400.2,37.75,-118.75,0,04:55.3,2016,9,26
3281,401.2,37.97,-118.8,0,04:59.0,2016,9,26
3282,401,38.1,-118.8,0,05:01.8,2016,9,26
3283,399,38.3,-118.9,0,05:04.7,2016,9,26
3284,400.8,38.38,-118.9,0,05:06.8,2016,9,26
3285,401.2,38.56,-119,0,05:09.0,2016,9,26
3286,401,38.72,-119,0,05:11.3,2016,9,26
3287,400.5,38.78,-119,0,05:13.4,2016,9,26
3288,400.8,38.97,-119.06,0,05:16.0,2016,9,26
3289,399.5,39.1,-119.1,0,05:18.4,2016,9,26
3290,400.2,39.3,-119.2,0,05:21.7,2016,9,26
3291,400.8,39.4,-119.2,0,05:23.8,2016,9,26
3292,400.5,39.6,-119.3,0,05:26.0,2016,9,26
3293,400.8,39.7,-119.3,0,05:28.0,2016,9,26
3294,401.2,39.78,-119.3,0,05:30.1,2016,9,26
3295,401.5,39.97,-119.4,0,05:32.3,2016,9,26
3296,400.2,40.12,-119.44,0,05:35.0,2016,9,26
3297,400.8,40.3,-119.5,0,05:38.3,2016,9,26
3298,400.5,40.4,-119.56,0,05:40.3,2016,9,26
3299,402,40.6,-119.56,0,05:43.0,2016,9,26
3300,400.2,40.78,-119.7,0,05:46.0,2016,9,26
3301,400,40.88,-119.7,0,05:48.0,2016,9,26
3302,400.2,41,-119.7,0,05:50.1,2016,9,26
3303,400.2,41.1,-119.75,0,05:52.1,2016,9,26
3304,400.8,41.28,-119.8,0,05:54.3,2016,9,26
3305,400,41.38,-119.9,0,05:56.3,2016,9,26
3306,400.5,41.5,-119.9,0,05:58.4,2016,9,26
3307,401,41.62,-119.94,0,06:00.8,2016,9,26
3308,401,41.8,-120,0,06:03.3,2016,9,26
3309,400.8,41.97,-120,0,06:06.4,2016,9,26
3310,402.8,38.8,-119.25,0,53:49.0,2016,9,28
3311,401.5,38.97,-119.3,0,53:51.3,2016,9,28
3312,400.8,39.03,-119.3,0,53:53.4,2016,9,28
3313,401.2,39.22,-119.4,0,53:55.7,2016,9,28
3314,402,39.28,-119.4,0,53:57.7,2016,9,28
3315,400.5,39.44,-119.5,0,54:00.0,2016,9,28
3316,401.8,39.56,-119.5,0,54:02.3,2016,9,28
3317,402,39.62,-119.5,0,54:04.4,2016,9,28
3318,401.2,39.8,-119.6,0,54:06.7,2016,9,28
3319,401.8,39.88,-119.6,0,54:09.1,2016,9,28
3320,401,40.12,-119.75,0,54:13.4,2016,9,28
3321,401.2,40.22,-119.75,0,54:15.4,2016,9,28
3322,401.5,40.4,-119.9,0,54:18.0,2016,9,28
3323,399.8,40.53,-119.94,0,54:20.3,2016,9,28
3324,401.2,40.6,-119.94,0,54:22.4,2016,9,28
3325,400,40.78,-120,0,54:24.7,2016,9,28
3326,400.5,40.88,-120.06,0,54:26.7,2016,9,28
3327,401.2,40.94,-120.06,0,54:28.8,2016,9,28
3328,401.2,41.3,-120.2,0,54:35.3,2016,9,28
3329,401.2,41.47,-120.25,0,54:38.8,2016,9,28
3330,399.8,41.66,-120.4,0,54:41.3,2016,9,28
3331,400.2,41.97,-120.5,0,54:47.3,2016,9,28
3332,401.5,32.12,-124.6,0,22:39.0,2016,10,1
3333,401.8,32.2,-124.7,0,22:41.1,2016,10,1
3334,401.5,32.38,-124.75,0,22:43.3,2016,10,1
3335,401.8,32.47,-124.75,0,22:45.3,2016,10,1
3336,401.5,32.53,-124.75,0,22:47.4,2016,10,1
3337,401.5,32.72,-124.9,0,22:49.7,2016,10,1
3338,400,32.88,-124.9,0,22:52.7,2016,10,1
3339,401.2,33.1,-125,0,22:56.3,2016,10,1
3340,401.5,33.4,-125.06,0,23:02.3,2016,10,1
3341,401,34.2,-119.2,0,10:01.1,2016,10,3
3342,399.8,34.4,-119.25,0,10:03.7,2016,10,3
3343,399.8,34.53,-119.3,0,10:06.3,2016,10,3
3344,399.8,34.8,-119.4,0,10:10.7,2016,10,3
3345,400.2,34.97,-119.44,0,10:13.3,2016,10,3
3346,400.8,35.06,-119.44,0,10:15.8,2016,10,3
3347,401.5,35.38,-119.56,0,10:20.0,2016,10,3
3348,402.8,35.6,-119.56,0,10:24.8,2016,10,3
3349,404,35.8,-119.7,0,10:28.0,2016,10,3
3350,402.5,32.75,-118.75,0,58:06.0,2016,10,5
3351,402.5,32.84,-118.75,0,58:08.1,2016,10,5
3352,403.2,32.9,-118.8,0,58:10.1,2016,10,5
3353,402.2,33.12,-118.9,0,58:12.3,2016,10,5
3354,401.5,33.2,-118.9,0,58:14.3,2016,10,5
3355,401.5,33.34,-118.94,0,58:16.7,2016,10,5
3356,401.8,33.44,-119,0,58:18.7,2016,10,5
3357,402.5,33.5,-119,0,58:20.8,2016,10,5
3358,402,33.7,-119.06,0,58:23.0,2016,10,5
3359,402.5,33.75,-119.06,0,58:25.1,2016,10,5
3360,403.2,34.03,-119.2,0,58:30.1,2016,10,5
3361,402.5,34.22,-119.25,0,58:32.7,2016,10,5
3362,401.2,34.34,-119.3,0,58:36.4,2016,10,5
3363,399.8,34.66,-119.4,0,58:41.0,2016,10,5
3364,401.5,34.8,-119.44,0,58:44.1,2016,10,5
3365,402.2,34.97,-119.5,0,58:46.3,2016,10,5
3366,401,35.06,-119.56,0,58:48.3,2016,10,5
3367,402.5,35.2,-119.6,0,58:50.7,2016,10,5
3368,402.2,35.38,-119.7,0,58:53.3,2016,10,5
3369,403,35.56,-119.75,0,58:58.8,2016,10,5
3370,400.8,35.78,-119.8,0,59:02.4,2016,10,5
3371,402.8,35.97,-119.9,0,59:05.3,2016,10,5
3372,402.2,36.06,-119.9,0,59:07.8,2016,10,5
3373,402.5,36.25,-120,0,59:10.0,2016,10,5
3374,401.8,36.3,-120,0,59:12.0,2016,10,5
3375,401.5,36.44,-120.06,0,59:14.3,2016,10,5
3376,402,36.6,-120.1,0,59:17.1,2016,10,5
3377,401.2,36.72,-120.1,0,59:19.8,2016,10,5
3378,401.8,36.84,-120.2,0,59:22.4,2016,10,5
3379,401.5,37.03,-120.25,0,59:25.0,2016,10,5
3380,401.5,37.2,-120.3,0,59:27.3,2016,10,5
3381,402.2,37.22,-120.3,0,59:29.4,2016,10,5
3382,401.8,37.44,-120.44,0,59:31.7,2016,10,5
3383,401.8,37.47,-120.44,0,59:33.8,2016,10,5
3384,402,37.6,-120.5,0,59:36.1,2016,10,5
3385,402.2,37.78,-120.56,0,59:38.3,2016,10,5
3386,401.8,37.8,-120.56,0,59:40.4,2016,10,5
3387,402.2,37.97,-120.6,0,59:42.8,2016,10,5
3388,402,38.1,-120.7,0,59:45.1,2016,10,5
3389,401.8,38.25,-120.7,0,59:47.8,2016,10,5
3390,402,38.4,-120.8,0,59:50.0,2016,10,5
3391,401.8,38.5,-120.8,0,59:52.0,2016,10,5
3392,402,38.6,-120.9,0,59:54.4,2016,10,5
3393,401,38.75,-120.94,0,59:56.7,2016,10,5
3394,399.8,38.9,-121,0,59:59.0,2016,10,5
3395,403,38.94,-121,0,00:01.1,2016,10,5
3396,401.5,39.12,-121.06,0,00:03.3,2016,10,5
3397,401,39.22,-121.1,0,00:05.3,2016,10,5
3398,403.8,39.3,-121.1,0,00:07.8,2016,10,5
3399,401.8,35.75,-121.2,0,16:39.4,2016,10,10
3400,403,37.66,-121.75,0,17:10.3,2016,10,10
3401,402.2,37.78,-121.8,0,17:12.7,2016,10,10
3402,402.2,37.88,-121.8,0,17:14.7,2016,10,10
3403,401.8,37.97,-121.8,0,17:16.8,2016,10,10
3404,400.2,38.25,-121.94,0,17:20.7,2016,10,10
3405,398.5,38.34,-121.94,0,17:22.8,2016,10,10
3406,401.5,38.5,-122,0,17:25.0,2016,10,10
3407,401,38.6,-122.06,0,17:27.1,2016,10,10
3408,400.8,38.75,-122.1,0,17:29.3,2016,10,10
3409,402,38.88,-122.1,0,17:31.7,2016,10,10
3410,402.2,39,-122.1,0,17:33.8,2016,10,10
3411,402.5,39.16,-122.2,0,17:36.0,2016,10,10
3412,403.8,39.3,-122.25,0,17:39.1,2016,10,10
3413,404.2,39.47,-122.3,0,17:41.3,2016,10,10
3414,404,39.84,-122.44,0,17:47.0,2016,10,10
3415,403.8,40.03,-122.5,0,17:50.3,2016,10,10
3416,403,40.12,-122.5,0,17:52.8,2016,10,10
3417,403.5,40.28,-122.56,0,17:55.0,2016,10,10
3418,402.5,40.44,-122.6,0,17:57.7,2016,10,10
