Index,Xco2,Latitude,Longitude,quality_flag,DateTime,Year,Month,Day
1,394.5,32.16,-124.4,0,23:44.7,2014,9,10
2,395.2,33.62,-124.9,0,24:11.3,2014,9,10
3,396.5,34.22,-118.1,0,09:39.3,2014,9,12
4,399,34.16,-118.1,0,09:50.7,2014,9,12
5,398.5,34.2,-118.2,0,10:09.4,2014,9,12
6,397.8,34.22,-118.2,0,10:14.8,2014,9,12
7,400.5,34.2,-118.2,0,10:19.1,2014,9,12
8,399,34.16,-118.06,0,10:35.3,2014,9,12
9,398,34.2,-118.1,0,10:39.1,2014,9,12
10,399,34.2,-118.2,0,10:42.4,2014,9,12
11,398.5,34.2,-118.2,0,10:46.8,2014,9,12
12,400.2,34.2,-118.1,0,10:50.0,2014,9,12
13,399.5,34.16,-118.1,0,10:53.0,2014,9,12
14,398.5,34.16,-118.1,0,11:05.0,2014,9,12
15,398,34.16,-118.2,0,11:07.8,2014,9,12
16,399,34.2,-118.1,0,11:10.7,2014,9,12
17,398,34.2,-118.2,0,11:14.4,2014,9,12
18,397.2,34.2,-118.2,0,11:17.8,2014,9,12
19,400,34.16,-118.1,0,11:20.7,2014,9,12
20,399,34.16,-118.1,0,11:23.0,2014,9,12
21,399.8,34.12,-118.1,0,11:26.7,2014,9,12
22,398.5,34.12,-118.06,0,11:32.7,2014,9,12
23,399,34.16,-118.1,0,11:35.4,2014,9,12
24,397.5,34.16,-118.1,0,11:37.7,2014,9,12
25,398.8,34.2,-118.2,0,11:40.4,2014,9,12
26,399,34.2,-118.2,0,11:44.8,2014,9,12
27,398.2,34.2,-118.1,0,11:48.4,2014,9,12
28,397,34.16,-118.1,0,11:51.1,2014,9,12
29,399.2,34.16,-118.06,0,11:53.3,2014,9,12
30,399,34.12,-118.06,0,11:56.3,2014,9,12
31,399,34.12,-118.06,0,12:00.3,2014,9,12
32,398.8,34.12,-118.1,0,12:03.7,2014,9,12
33,397.8,34.16,-118.2,0,12:05.8,2014,9,12
34,398,34.2,-118.1,0,12:08.3,2014,9,12
35,397.5,34.22,-118.2,0,12:11.8,2014,9,12
36,397.5,34.22,-118.2,0,12:16.8,2014,9,12
37,397.8,34.2,-118.1,0,12:20.3,2014,9,12
38,398.2,34.16,-118.1,0,12:22.8,2014,9,12
39,399,34.12,-118.06,0,12:25.0,2014,9,12
40,399.8,34.1,-118.1,0,12:28.3,2014,9,12
41,400,34.12,-118.06,0,12:33.0,2014,9,12
42,399,34.16,-118.06,0,12:35.3,2014,9,12
43,397.8,34.2,-118.1,0,12:37.7,2014,9,12
44,397,34.22,-118.2,0,12:48.1,2014,9,12
45,399,34.16,-118.2,0,12:51.8,2014,9,12
46,400,34.12,-118.06,0,12:54.0,2014,9,12
47,401.2,34.06,-118.06,0,12:58.3,2014,9,12
48,396.8,34.12,-118.1,0,03:44.0,2014,9,21
49,396.5,34.16,-118.1,0,03:46.7,2014,9,21
50,396.8,34.22,-118.2,0,03:50.4,2014,9,21
51,396.8,34.2,-118.2,0,03:58.1,2014,9,21
52,395.8,34.16,-118.06,0,04:01.3,2014,9,21
53,396.5,34.12,-118.1,0,04:04.0,2014,9,21
54,397,34.1,-118.1,0,04:10.3,2014,9,21
55,397.5,34.12,-118.1,0,04:14.0,2014,9,21
56,396,34.2,-118.06,0,04:16.7,2014,9,21
57,396.5,34.2,-118.2,0,04:19.4,2014,9,21
58,395.2,34.22,-118.2,0,04:24.1,2014,9,21
59,396.8,34.2,-118.1,0,04:28.0,2014,9,21
60,396.5,34.16,-118.2,0,04:30.8,2014,9,21
61,397.2,34.12,-118.2,0,04:33.1,2014,9,21
62,397,34.12,-118.1,0,04:35.8,2014,9,21
63,397.2,34.1,-118.1,0,04:39.4,2014,9,21
64,397.5,34.12,-118.1,0,04:42.8,2014,9,21
65,396.8,34.16,-118.06,0,04:45.3,2014,9,21
66,397.5,34.2,-118.1,0,04:48.0,2014,9,21
67,396,34.2,-118.1,0,04:51.3,2014,9,21
68,397,34.2,-118.1,0,04:55.0,2014,9,21
69,396.2,34.2,-118.1,0,04:58.4,2014,9,21
70,397.2,34.16,-118.2,0,05:01.1,2014,9,21
71,397,34.16,-118.06,0,05:03.7,2014,9,21
72,397.8,34.12,-118.1,0,05:06.0,2014,9,21
73,397,34.12,-118.1,0,05:10.3,2014,9,21
74,397.2,34.12,-118.1,0,05:13.4,2014,9,21
75,396.8,34.16,-118.1,0,05:16.1,2014,9,21
76,395.8,34.2,-118.2,0,05:18.8,2014,9,21
77,396.8,34.2,-118.1,0,05:22.3,2014,9,21
78,396.5,34.2,-118.1,0,05:26.1,2014,9,21
79,397,34.16,-118.2,0,05:29.4,2014,9,21
80,397,34.16,-118.1,0,05:32.3,2014,9,21
81,397.2,34.12,-118.06,0,05:35.0,2014,9,21
82,397.2,34.12,-118.06,0,05:39.3,2014,9,21
83,396.2,34.12,-118.1,0,05:42.8,2014,9,21
84,397.2,34.16,-118.06,0,05:45.3,2014,9,21
85,396,34.2,-118.2,0,05:48.1,2014,9,21
86,396.8,34.2,-118.2,0,05:52.1,2014,9,21
87,394.5,34.2,-118.1,0,05:56.7,2014,9,21
88,396,34.16,-118.1,0,06:00.4,2014,9,21
89,396.8,34.12,-118.2,0,06:02.8,2014,9,21
90,397.5,34.12,-118.1,0,06:06.0,2014,9,21
91,397,34.1,-118.1,0,06:10.8,2014,9,21
92,396,34.12,-118.1,0,06:14.1,2014,9,21
93,397.2,34.2,-118.1,0,06:17.0,2014,9,21
94,396,34.2,-118.2,0,06:20.4,2014,9,21
95,396,34.22,-118.1,0,06:27.8,2014,9,21
96,396.5,34.16,-118.1,0,06:31.1,2014,9,21
97,397.8,34.12,-118.06,0,06:34.3,2014,9,21
98,397,34.1,-118.2,0,06:41.1,2014,9,21
99,397.5,34.16,-118.1,0,06:45.3,2014,9,21
100,396.2,34.2,-118.2,0,06:48.4,2014,9,21
101,397.8,34.2,-118.1,0,07:00.7,2014,9,21
102,395.8,35.2,-118.06,0,54:03.7,2014,9,23
103,395.5,35.34,-118.06,0,54:07.1,2014,9,23
104,395.8,35.44,-118.06,0,54:09.1,2014,9,23
105,395.2,35.66,-118.1,0,54:12.8,2014,9,23
106,395.2,35.97,-118.3,0,54:18.0,2014,9,23
107,396,36.12,-118.3,0,54:21.0,2014,9,23
108,394.8,36.9,-118.6,0,54:35.0,2014,9,23
109,394.5,37.3,-118.75,0,54:42.7,2014,9,23
110,395,37.66,-118.9,0,54:49.3,2014,9,23
111,392.8,37.78,-118.9,0,54:51.8,2014,9,23
112,395.2,37.9,-118.94,0,54:54.1,2014,9,23
113,393.2,38.16,-119,0,54:58.4,2014,9,23
114,393.5,38.28,-119.06,0,55:00.8,2014,9,23
115,395.8,38.4,-119.1,0,55:03.4,2014,9,23
116,392.8,38.53,-119.1,0,55:05.4,2014,9,23
117,395.2,38.72,-119.25,0,55:08.8,2014,9,23
118,395.5,38.97,-119.3,0,55:13.8,2014,9,23
119,396.2,39.2,-119.44,0,55:17.8,2014,9,23
120,398.5,34.06,-118.06,0,03:31.7,2014,10,7
121,400,34.1,-118.06,0,03:34.0,2014,10,7
122,398.2,34.1,-118.1,0,03:36.1,2014,10,7
123,399,34.16,-118.1,0,03:38.4,2014,10,7
124,396.8,34.2,-118.2,0,03:41.8,2014,10,7
125,398,34.2,-118.2,0,03:51.4,2014,10,7
126,398.2,34.16,-118.06,0,03:54.3,2014,10,7
127,399.2,34.12,-118.06,0,03:57.0,2014,10,7
128,399.8,34.1,-118.06,0,03:59.7,2014,10,7
129,400,34.1,-118.06,0,04:02.3,2014,10,7
130,398.8,34.1,-118.1,0,04:05.4,2014,10,7
131,397.2,34.16,-118.06,0,04:08.3,2014,10,7
132,398,34.2,-118.1,0,04:11.3,2014,10,7
133,396.8,34.22,-118.2,0,04:16.8,2014,10,7
134,398,34.2,-118.2,0,04:20.8,2014,10,7
135,397,34.16,-118.06,0,04:23.7,2014,10,7
136,398.2,34.12,-118.1,0,04:26.1,2014,10,7
137,399,34.12,-118.06,0,04:28.7,2014,10,7
138,398.5,34.1,-118.1,0,04:31.1,2014,10,7
139,398.2,34.1,-118.2,0,04:33.4,2014,10,7
140,398,34.12,-118.1,0,04:35.7,2014,10,7
141,398.8,34.16,-118.1,0,04:37.7,2014,10,7
142,398.2,34.2,-118.1,0,04:40.0,2014,10,7
143,397.8,34.2,-118.1,0,04:43.0,2014,10,7
144,397,34.2,-118.2,0,04:47.1,2014,10,7
145,397.5,34.2,-118.2,0,04:50.8,2014,10,7
146,398.2,34.16,-118.2,0,04:53.4,2014,10,7
147,397.2,34.16,-118.06,0,04:55.7,2014,10,7
148,398.5,34.12,-118.1,0,04:57.7,2014,10,7
149,398.5,34.1,-118.2,0,04:59.8,2014,10,7
150,398.8,34.1,-118.2,0,05:02.1,2014,10,7
151,398.8,34.12,-118.1,0,05:04.3,2014,10,7
152,400.2,34.12,-118.1,0,05:06.4,2014,10,7
153,399,34.16,-118.06,0,05:08.7,2014,10,7
154,397.8,34.2,-118.1,0,05:11.0,2014,10,7
155,396,34.22,-118.1,0,05:14.7,2014,10,7
156,397.2,34.2,-118.2,0,05:19.8,2014,10,7
157,398.5,34.16,-118.2,0,05:22.8,2014,10,7
158,398.5,34.16,-118.1,0,05:25.0,2014,10,7
159,397.5,34.12,-118.06,0,05:27.3,2014,10,7
160,398,34.12,-118.1,0,05:29.3,2014,10,7
161,399,34.12,-118.1,0,05:32.4,2014,10,7
162,396.5,34.12,-118.06,0,05:34.7,2014,10,7
163,398,34.16,-118.1,0,05:36.7,2014,10,7
164,397.5,34.16,-118.1,0,05:38.8,2014,10,7
165,397.2,34.2,-118.1,0,05:41.7,2014,10,7
166,396,34.22,-118.1,0,05:46.0,2014,10,7
167,396.8,34.2,-118.2,0,05:50.4,2014,10,7
168,398,34.16,-118.06,0,05:53.7,2014,10,7
169,397.8,34.12,-118.1,0,05:55.7,2014,10,7
170,398,34.12,-118.1,0,05:57.8,2014,10,7
171,398.8,34.12,-118.06,0,06:00.0,2014,10,7
172,397.8,34.1,-118.1,0,06:02.8,2014,10,7
173,398,34.12,-118.06,0,06:05.0,2014,10,7
174,398.2,34.12,-118.1,0,06:07.1,2014,10,7
175,397.8,34.16,-118.1,0,06:09.3,2014,10,7
176,395.8,34.22,-118.2,0,06:13.4,2014,10,7
177,397.8,34.16,-118.06,0,06:23.7,2014,10,7
178,397.5,34.12,-118.06,0,06:26.0,2014,10,7
179,400,34.1,-118.06,0,06:28.0,2014,10,7
180,398.5,34.1,-118.1,0,06:30.1,2014,10,7
181,399.2,34.1,-118.06,0,06:32.3,2014,10,7
182,398.8,34.1,-118.1,0,06:34.3,2014,10,7
183,398.2,34.12,-118.1,0,06:36.7,2014,10,7
184,397.8,34.16,-118.1,0,06:39.0,2014,10,7
185,399.2,34.12,-118.1,0,06:54.8,2014,10,7
186,399,34.1,-118.06,0,06:57.0,2014,10,7
187,399,34.06,-118.06,0,06:59.7,2014,10,7
188,402,34.1,-118.1,0,08:48.0,2014,10,30
189,404.8,34.1,-118.06,0,08:50.3,2014,10,30
190,401.2,34.06,-118.1,0,08:52.7,2014,10,30
191,402.8,34.06,-118.1,0,08:55.0,2014,10,30
192,405,34.12,-118.06,0,08:57.3,2014,10,30
193,404.5,34.16,-118.1,0,08:59.7,2014,10,30
194,400.2,34.2,-118.2,0,09:03.1,2014,10,30
195,402.8,34.16,-118.2,0,09:14.8,2014,10,30
196,402.5,34.12,-118.2,0,09:17.1,2014,10,30
197,402.2,34.1,-118.1,0,09:19.3,2014,10,30
198,400.5,34.1,-118.2,0,09:21.4,2014,10,30
199,404.2,34.1,-118.06,0,09:24.0,2014,10,30
200,403.8,34.1,-118.1,0,09:26.0,2014,10,30
201,403.8,34.12,-118.2,0,09:28.4,2014,10,30
202,402,34.16,-118.1,0,09:31.1,2014,10,30
203,401.8,34.16,-118.06,0,09:44.7,2014,10,30
204,403.8,34.12,-118.2,0,09:46.8,2014,10,30
205,404,34.12,-118.1,0,09:49.0,2014,10,30
206,403.5,34.1,-118.1,0,09:51.8,2014,10,30
207,405.2,34.12,-118.06,0,09:54.7,2014,10,30
208,405.8,34.12,-118.06,0,09:57.0,2014,10,30
209,405,34.16,-118.1,0,09:59.3,2014,10,30
210,402.8,34.16,-118.1,0,10:14.7,2014,10,30
211,405.8,34.12,-118.1,0,10:17.7,2014,10,30
212,405,34.12,-118.1,0,10:20.0,2014,10,30
213,404.8,34.12,-118.1,0,10:22.7,2014,10,30
214,406.5,34.12,-118.06,0,10:25.0,2014,10,30
215,401.8,34.12,-118.1,0,10:27.0,2014,10,30
216,401.5,34.16,-118.2,0,10:45.4,2014,10,30
217,402.5,34.12,-118.2,0,10:49.1,2014,10,30
218,404.8,34.12,-118.1,0,10:51.7,2014,10,30
219,402.2,34.12,-118.1,0,10:54.4,2014,10,30
220,403,34.12,-118.2,0,10:58.1,2014,10,30
221,405.2,34.12,-118.06,0,11:21.7,2014,10,30
222,402.2,34.1,-118.1,0,11:25.4,2014,10,30
223,402.5,34.06,-118.1,0,11:53.1,2014,10,30
224,396.2,32.62,-119.25,0,58:50.4,2014,11,1
225,396.8,34.1,-119.8,0,59:16.7,2014,11,1
226,399.8,39.44,-121.9,0,00:58.1,2014,11,1
227,398.5,37.56,-118,0,47:54.1,2014,11,3
228,398.2,37.75,-118.1,0,47:56.7,2014,11,3
229,397,37.84,-118.1,0,47:59.1,2014,11,3
230,397.2,38.03,-118.25,0,48:01.3,2014,11,3
231,397.5,38.06,-118.2,0,48:03.4,2014,11,3
232,397.5,38.22,-118.3,0,48:06.4,2014,11,3
233,397.5,38.47,-118.44,0,48:09.7,2014,11,3
234,399,38.6,-118.44,0,48:12.3,2014,11,3
235,397.5,38.7,-118.5,0,48:14.8,2014,11,3
236,397.8,38.78,-118.5,0,48:17.1,2014,11,3
237,398.5,39.47,-118.8,0,48:29.3,2014,11,3
238,399,39.53,-118.8,0,48:31.4,2014,11,3
239,398.2,39.72,-118.94,0,48:33.7,2014,11,3
240,399,39.78,-118.94,0,48:35.8,2014,11,3
241,398.8,39.94,-119.06,0,48:38.0,2014,11,3
242,398.5,40,-119,0,48:40.1,2014,11,3
243,396.8,40.2,-119.1,0,48:42.3,2014,11,3
244,397.5,40.22,-119.1,0,48:44.4,2014,11,3
245,401.2,40.4,-119.25,0,48:47.0,2014,11,3
246,398,40.6,-119.3,0,48:50.0,2014,11,3
247,396.8,40.75,-119.4,0,48:53.8,2014,11,3
248,398,36.28,-122.25,0,06:12.1,2014,11,8
249,397.8,36.38,-122.3,0,06:14.4,2014,11,8
250,397.5,36.6,-122.4,0,06:17.3,2014,11,8
251,396.8,36.78,-122.5,0,06:21.0,2014,11,8
252,397,36.88,-122.5,0,06:23.4,2014,11,8
253,397.8,37.2,-122.6,0,06:29.4,2014,11,8
254,397.2,37.44,-122.75,0,06:32.7,2014,11,8
255,397,37.5,-122.75,0,06:35.1,2014,11,8
256,397.2,37.7,-122.8,0,06:37.7,2014,11,8
257,398.2,41.9,-124.7,0,07:57.3,2014,11,8
258,399.5,34.16,-118.44,0,53:16.1,2014,11,10
259,398.2,34.7,-118.6,0,53:26.1,2014,11,10
260,397,34.8,-118.6,0,53:28.8,2014,11,10
261,402.8,35.3,-118.9,0,53:36.7,2014,11,10
262,403,35.38,-118.9,0,53:39.4,2014,11,10
263,399.8,35.6,-119,0,53:42.0,2014,11,10
264,399.5,35.66,-119,0,53:44.1,2014,11,10
265,400.2,35.78,-119,0,53:46.4,2014,11,10
266,401.2,36,-119.1,0,53:49.3,2014,11,10
267,402.2,36.16,-119.2,0,53:52.0,2014,11,10
268,401,36.16,-119.2,0,53:54.1,2014,11,10
269,401.8,36.34,-119.25,0,53:56.3,2014,11,10
270,402.5,36.53,-119.3,0,53:59.0,2014,11,10
271,400.8,36.6,-119.3,0,54:01.4,2014,11,10
272,401.8,36.72,-119.4,0,54:04.1,2014,11,10
273,400.2,37,-119.5,0,54:08.0,2014,11,10
274,399.2,37.3,-119.6,0,54:13.3,2014,11,10
275,396.8,37.97,-119.9,0,54:26.0,2014,11,10
276,396.2,38.9,-120.25,0,54:44.4,2014,11,10
277,398.8,40.53,-121,0,55:15.0,2014,11,10
278,396.2,40.97,-121.2,0,55:22.7,2014,11,10
279,396.2,41.03,-121.2,0,55:25.1,2014,11,10
280,397.8,41.5,-121.44,0,55:34.1,2014,11,10
281,397.2,41.88,-121.6,0,55:39.7,2014,11,10
282,398.5,34.2,-119.2,0,10:38.4,2014,11,15
283,398.2,34.44,-119.3,0,10:42.3,2014,11,15
284,398,34.72,-119.4,0,10:47.3,2014,11,15
285,396.2,34.94,-119.44,0,10:50.7,2014,11,15
286,398.5,35.94,-119.75,0,11:07.3,2014,11,15
287,398,36.28,-119.8,0,11:13.4,2014,11,15
288,395.8,36.5,-119.94,0,11:16.7,2014,11,15
289,398,36.78,-120,0,11:21.7,2014,11,15
290,398.8,36.94,-120,0,11:24.0,2014,11,15
291,398.8,37.06,-120.06,0,11:26.3,2014,11,15
292,398.5,37.2,-120.06,0,11:28.4,2014,11,15
293,396.5,37.34,-120.1,0,11:31.4,2014,11,15
294,397.5,37.56,-120.2,0,11:34.8,2014,11,15
295,397.2,40.3,-118,0,00:01.0,2014,11,17
296,397.8,40.53,-118.06,0,00:05.0,2014,11,17
297,398.2,40.72,-118.1,0,00:07.7,2014,11,17
298,397,40.84,-118.1,0,00:10.0,2014,11,17
299,398.2,40.97,-118.25,0,00:12.3,2014,11,17
300,398,41.1,-118.25,0,00:14.3,2014,11,17
301,398,41.22,-118.25,0,00:16.4,2014,11,17
302,398.2,41.34,-118.3,0,00:18.7,2014,11,17
303,397.5,41.5,-118.4,0,00:21.0,2014,11,17
304,397.8,41.6,-118.4,0,00:23.1,2014,11,17
305,398.2,41.75,-118.44,0,00:25.3,2014,11,17
306,395.2,41.9,-118.5,0,00:27.7,2014,11,17
307,401,38.2,-121.94,0,18:01.3,2014,11,22
308,397.2,38.9,-122.2,0,18:13.3,2014,11,22
309,400.5,39.88,-122.5,0,18:29.3,2014,11,22
310,398.5,40.22,-122.6,0,18:35.3,2014,11,22
311,399.2,40.38,-122.6,0,18:38.0,2014,11,22
312,397,35.2,-118,0,04:49.7,2014,11,24
313,397,35.88,-118.2,0,05:01.7,2014,11,24
314,397.8,36.06,-118.25,0,05:04.7,2014,11,24
315,398.8,38.34,-118.94,0,05:42.3,2014,11,24
316,398,38.5,-118.94,0,05:45.4,2014,11,24
317,395.8,38.7,-119.06,0,05:48.3,2014,11,24
318,396.5,38.9,-119.1,0,05:52.0,2014,11,24
319,397.8,39.03,-119.1,0,05:54.4,2014,11,24
320,397.2,39.66,-119.4,0,06:04.7,2014,11,24
321,399.5,41.53,-118.5,0,43:35.0,2014,11,28
322,399.5,34.7,-123.4,0,12:18.0,2014,12,1
323,396.2,35.12,-123.5,0,12:27.1,2014,12,1
324,398,35.38,-123.6,0,12:30.3,2014,12,1
325,398.2,35.66,-123.75,0,12:37.0,2014,12,1
326,397.8,35.78,-123.75,0,12:39.8,2014,12,1
327,397.5,36,-123.9,0,12:43.0,2014,12,1
328,397.2,36.16,-123.94,0,12:46.0,2014,12,1
329,396.8,36.38,-124,0,12:50.0,2014,12,1
330,396.8,36.62,-124.1,0,12:55.0,2014,12,1
331,396.5,36.78,-124.2,0,12:57.3,2014,12,1
332,397.2,32.3,-123.94,0,17:37.4,2014,12,8
333,397.8,32.47,-124,0,17:40.4,2014,12,8
334,397.5,32.66,-124.06,0,17:44.4,2014,12,8
335,397.8,33.7,-124.44,0,18:03.4,2014,12,8
336,399.5,35.3,-125.06,0,18:34.4,2014,12,8
337,398,33.2,-118,0,53:07.4,2014,12,12
338,400.2,38.94,-122.25,0,18:27.7,2014,12,24
339,400.8,39.22,-122.25,0,18:32.4,2014,12,24
340,399,39.56,-122.44,0,18:38.0,2014,12,24
341,400.8,39.78,-122.44,0,18:42.1,2014,12,24
342,396.2,40.25,-122.6,0,18:49.7,2014,12,24
343,400.2,40.5,-122.7,0,18:54.1,2014,12,24
344,399.5,35.22,-118,0,05:07.0,2014,12,26
345,399.2,35.38,-118.06,0,05:09.8,2014,12,26
346,398.2,35.62,-118.1,0,05:13.8,2014,12,26
347,401.5,37.56,-118.75,0,05:46.0,2014,12,26
348,398.8,37.97,-118.8,0,05:52.8,2014,12,26
349,398.5,40.25,-119.56,0,06:30.7,2014,12,26
350,402,34.1,-118.06,0,09:18.3,2015,1,2
351,401.8,34.12,-118.1,0,09:20.4,2015,1,2
352,400,34.2,-118.1,0,09:23.0,2015,1,2
353,400.5,34.2,-118.2,0,09:33.4,2015,1,2
354,401,34.16,-118.1,0,09:36.3,2015,1,2
355,401.5,34.12,-118.1,0,09:38.4,2015,1,2
356,401.8,34.1,-118.2,0,09:40.4,2015,1,2
357,401.8,34.1,-118.06,0,09:42.7,2015,1,2
358,402,34.1,-118.1,0,09:44.8,2015,1,2
359,401.5,34.1,-118.2,0,09:46.8,2015,1,2
360,401.2,34.12,-118.06,0,09:49.0,2015,1,2
361,402.2,34.16,-118.1,0,09:51.0,2015,1,2
362,401.5,34.2,-118.1,0,09:53.7,2015,1,2
363,399.2,34.22,-118.2,0,09:59.1,2015,1,2
364,400.8,34.2,-118.2,0,10:03.8,2015,1,2
365,402,34.16,-118.06,0,10:06.7,2015,1,2
366,400.8,34.12,-118.1,0,10:08.7,2015,1,2
367,401.8,34.1,-118.2,0,10:10.8,2015,1,2
368,402,34.1,-118.06,0,10:13.0,2015,1,2
369,402,34.1,-118.2,0,10:15.4,2015,1,2
370,402,34.12,-118.1,0,10:17.7,2015,1,2
371,400.5,34.16,-118.06,0,10:20.0,2015,1,2
372,401,34.16,-118.1,0,10:22.0,2015,1,2
373,401.8,34.2,-118.1,0,10:25.1,2015,1,2
374,401,34.22,-118.2,0,10:29.1,2015,1,2
375,401.5,34.2,-118.1,0,10:32.7,2015,1,2
376,400.5,34.2,-118.06,0,10:35.7,2015,1,2
377,401.2,34.16,-118.1,0,10:37.7,2015,1,2
378,401.2,34.12,-118.06,0,10:40.0,2015,1,2
379,401.5,34.12,-118.1,0,10:42.1,2015,1,2
380,401.5,34.12,-118.06,0,10:44.7,2015,1,2
381,400.8,34.12,-118.06,0,10:47.0,2015,1,2
382,402,34.12,-118.1,0,10:49.0,2015,1,2
383,400.5,34.16,-118.1,0,10:51.1,2015,1,2
384,401.2,34.2,-118.2,0,10:53.8,2015,1,2
385,401.5,34.2,-118.1,0,10:57.3,2015,1,2
386,401.2,34.2,-118.1,0,11:01.0,2015,1,2
387,402.2,34.2,-118.1,0,11:04.3,2015,1,2
388,401,34.16,-118.1,0,11:07.0,2015,1,2
389,401.8,34.12,-118.1,0,11:09.1,2015,1,2
390,402,34.12,-118.1,0,11:11.3,2015,1,2
391,402.2,34.1,-118.2,0,11:13.4,2015,1,2
392,401,34.12,-118.1,0,11:16.0,2015,1,2
393,400.8,34.12,-118.1,0,11:18.1,2015,1,2
394,401.2,34.16,-118.2,0,11:20.1,2015,1,2
395,402,34.2,-118.06,0,11:22.7,2015,1,2
396,401.5,34.2,-118.1,0,11:25.7,2015,1,2
397,401.8,34.2,-118.2,0,11:30.1,2015,1,2
398,402,34.2,-118.1,0,11:34.0,2015,1,2
399,403,34.16,-118.06,0,11:36.7,2015,1,2
400,401,34.12,-118.1,0,11:38.8,2015,1,2
401,401.8,34.12,-118.06,0,11:41.0,2015,1,2
402,402.2,34.1,-118.1,0,11:43.3,2015,1,2
403,402.8,34.1,-118.1,0,11:45.8,2015,1,2
404,401.5,34.12,-118.1,0,11:48.0,2015,1,2
405,401,34.16,-118.06,0,11:50.3,2015,1,2
406,401.2,34.2,-118.2,0,11:52.8,2015,1,2
407,398.5,34.22,-118.1,0,11:57.0,2015,1,2
408,401,34.2,-118.1,0,12:03.7,2015,1,2
409,401.2,34.16,-118.1,0,12:06.8,2015,1,2
410,401.8,34.12,-118.1,0,12:09.1,2015,1,2
411,402,34.1,-118.2,0,12:11.4,2015,1,2
412,401.8,34.1,-118.1,0,12:13.8,2015,1,2
413,401.8,34.1,-118.1,0,12:16.1,2015,1,2
414,401.5,34.12,-118.1,0,12:18.4,2015,1,2
415,400.8,34.16,-118.1,0,12:20.8,2015,1,2
416,400.5,34.22,-118.2,0,12:25.4,2015,1,2
417,400.8,34.12,-118.1,0,12:37.7,2015,1,2
418,401.5,34.1,-118.06,0,12:40.0,2015,1,2
419,402,34.06,-118,0,12:42.3,2015,1,2
420,398.8,33.66,-119.5,0,00:02.3,2015,1,4
421,399.8,33.8,-119.56,0,00:06.8,2015,1,4
422,398.2,32.1,-120.3,0,05:34.3,2015,1,11
423,398.5,32.16,-120.4,0,05:36.3,2015,1,11
424,397.8,32.3,-120.4,0,05:38.7,2015,1,11
425,398.2,32.38,-120.44,0,05:40.8,2015,1,11
426,398.5,32.53,-120.44,0,05:43.8,2015,1,11
427,400,34.6,-121.25,0,06:21.0,2015,1,11
428,399.2,34.75,-121.3,0,06:24.7,2015,1,11
429,399.2,34.97,-121.3,0,06:29.8,2015,1,11
430,399.8,35.47,-121.56,0,06:37.7,2015,1,11
431,400,35.78,-121.6,0,06:45.1,2015,1,11
432,400.2,36.97,-122.1,0,07:06.3,2015,1,11
433,400.8,34.5,-118,0,53:55.1,2015,1,13
434,400.2,34.62,-118.06,0,53:57.4,2015,1,13
435,400.8,34.84,-118.2,0,54:00.3,2015,1,13
436,400,34.97,-118.25,0,54:02.7,2015,1,13
437,399.8,35.06,-118.25,0,54:05.0,2015,1,13
438,400.8,35.34,-118.4,0,54:09.3,2015,1,13
439,401.2,39.62,-120,0,55:32.4,2015,1,13
440,399.8,40.97,-120.56,0,55:58.1,2015,1,13
441,400.5,41.75,-120.94,0,56:12.4,2015,1,13
442,400,41.9,-121,0,56:15.8,2015,1,13
443,400,35.72,-121.2,0,17:34.1,2015,1,25
444,400,35.84,-121.25,0,17:36.4,2015,1,25
445,400.5,36,-121.3,0,17:38.7,2015,1,25
446,400,36.12,-121.3,0,17:40.8,2015,1,25
447,396,36.3,-121.4,0,17:44.0,2015,1,25
448,399,36.5,-121.44,0,17:47.0,2015,1,25
449,398.8,36.62,-121.44,0,17:49.4,2015,1,25
450,399,36.8,-121.56,0,17:52.0,2015,1,25
451,399.5,36.9,-121.5,0,17:54.1,2015,1,25
452,400.5,37.06,-121.6,0,17:56.3,2015,1,25
453,400.5,37.2,-121.7,0,17:58.7,2015,1,25
454,398.5,37.3,-121.6,0,18:00.8,2015,1,25
455,398.8,37.5,-121.75,0,18:04.0,2015,1,25
456,399.8,37.7,-121.8,0,18:06.7,2015,1,25
457,401.2,37.78,-121.75,0,18:08.8,2015,1,25
458,401,37.94,-121.8,0,18:11.1,2015,1,25
459,400.5,38.16,-121.9,0,18:15.1,2015,1,25
460,400.5,38.34,-122,0,18:17.7,2015,1,25
461,401.8,38.44,-122,0,18:19.7,2015,1,25
462,401.2,38.6,-122.06,0,18:22.0,2015,1,25
463,400.8,38.72,-122.1,0,18:24.3,2015,1,25
464,401.2,38.84,-122.1,0,18:26.4,2015,1,25
465,400.8,39,-122.25,0,18:28.7,2015,1,25
466,400.5,39.1,-122.2,0,18:30.7,2015,1,25
467,401.2,39.25,-122.25,0,18:33.0,2015,1,25
468,400.5,39.38,-122.3,0,18:35.4,2015,1,25
469,400.5,39.53,-122.3,0,18:37.8,2015,1,25
470,399.2,39.72,-122.44,0,18:40.7,2015,1,25
471,399,39.88,-122.44,0,18:43.3,2015,1,25
472,399.8,40.03,-122.56,0,18:46.0,2015,1,25
473,400,40.22,-122.56,0,18:49.0,2015,1,25
474,400.2,40.38,-122.56,0,18:51.8,2015,1,25
475,397.2,40.53,-122.7,0,18:54.7,2015,1,25
